Part number,Manufacturer,Alternative,Library Path,Library Ref,Footprint Path,Footprint Ref,Package,Direction,Voltage,Cap,Current,Power,Tmin,Tmax,Description,ComponentLink1Description,ComponentLink1URL,Component Note,gost BOM,TU,Note,
TPD4E1B06DCKR,Texas Instruments,,TPD4E1B06DCKR.SchLib,TPD4E1B06DCKR,PCB - LEADED - SOT - TI SC70-6 DCK.PCBLIB,TI SC70-6 DCK,SC70-6,Bidirectional,5.5V,0.7 pF,0.5 nA,45W,-40,125,4-Channel Ultra Low Leakage ESD Protection Device,Datasheet,"https://static.chipdip.ru/lib/425/DOC018425336.pdf",TPD4E1B06DCKR 5.5V,"TPD4E1B06DCKR, Texas Instruments",,,
SMAJ5.0CA,STMicroelectronics ,SMAJ5.0CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,5, , , ,-65,150,"SMAJ5.0CA, DO-214AC 5V   BI-directional",Datasheet,"http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf","DO-214AC, 5V",SMAJ5.0CA STMicroelectronics , , ,
SMAJ6.0CA,STMicroelectronics ,SMAJ6.0CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,6, , , ,-65,150,"SMAJ6.0CA, DO-214AC 6V   BI-directional",Datasheet,"http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf","DO-214AC, 6V",SMAJ6.0CA STMicroelectronics , , ,
SMAJ6.5CA,STMicroelectronics ,SMAJ6.5CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,"6,5", , , ,-65,150,"SMAJ6.5CA, DO-214AC 6,5V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 6,5V",SMAJ6.5CA STMicroelectronics , , ,
SMAJ7.0CA,STMicroelectronics ,SMAJ7.0CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,7, , , ,-65,150,"SMAJ7.0CA, DO-214AC 7V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 7V",SMAJ7.0CA STMicroelectronics , , ,
SMAJ7.5CA,STMicroelectronics ,SMAJ7.5CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,"7,5", , , ,-65,150,"SMAJ7.5CA, DO-214AC 7,5V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 7,5V",SMAJ7.5CA STMicroelectronics , , ,
SMAJ8.0CA,STMicroelectronics ,SMAJ8.0CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,8, , , ,-65,150,"SMAJ8.0CA, DO-214AC 8V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 8V",SMAJ8.0CA STMicroelectronics , , ,
SMAJ8.5CA,STMicroelectronics ,SMAJ8.5CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,"8,5", , , ,-65,150,"SMAJ8.5CA, DO-214AC 8,5V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 8,5V",SMAJ8.5CA STMicroelectronics , , ,
SMAJ9.0CA,STMicroelectronics ,SMAJ9.0CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,9, , , ,-65,150,"SMAJ9.0CA, DO-214AC 9V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 9V",SMAJ9.0CA STMicroelectronics , , ,
SMAJ10CA,STMicroelectronics ,SMAJ10CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,10, , , ,-65,150,"SMAJ10CA, DO-214AC 10V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 10V",SMAJ10CA STMicroelectronics , , ,
SMAJ11CA,STMicroelectronics ,SMAJ11CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,11, , , ,-65,150,"SMAJ11CA, DO-214AC 11V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 11V",SMAJ11CA STMicroelectronics , , ,
SMAJ12CA,STMicroelectronics ,SMAJ12CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,12, , , ,-65,150,"SMAJ12CA, DO-214AC 12V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 12V",SMAJ12CA STMicroelectronics , , ,
SMAJ13CA,STMicroelectronics ,SMAJ13CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,13, , , ,-65,150,"SMAJ13CA, DO-214AC 13V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 13V",SMAJ13CA STMicroelectronics , , ,
SMAJ14CA,STMicroelectronics ,SMAJ14CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,14, , , ,-65,150,"SMAJ14CA, DO-214AC 14V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 14V",SMAJ14CA STMicroelectronics , , ,
SMAJ15CA,STMicroelectronics ,SMAJ15CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,15, , , ,-65,150,"SMAJ15CA, DO-214AC 15V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 15V",SMAJ15CA STMicroelectronics , , ,
SMAJ16CA,STMicroelectronics ,SMAJ16CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,16, , , ,-65,150,"SMAJ16CA, DO-214AC 16V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 16V",SMAJ16CA STMicroelectronics , , ,
SMAJ17CA,STMicroelectronics ,SMAJ17CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,17, , , ,-65,150,"SMAJ17CA, DO-214AC 17V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 17V",SMAJ17CA STMicroelectronics , , ,
SMAJ18CA,STMicroelectronics ,SMAJ18CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,18, , , ,-65,150,"SMAJ18CA, DO-214AC 18V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 18V",SMAJ18CA STMicroelectronics , , ,
SMAJ20CA,STMicroelectronics ,SMAJ20CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,20, , , ,-65,150,"SMAJ20CA, DO-214AC 20V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 20V",SMAJ20CA STMicroelectronics , , ,
SMAJ22CA,STMicroelectronics ,SMAJ22CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,22, , , ,-65,150,"SMAJ22CA, DO-214AC 22V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 22V",SMAJ22CA STMicroelectronics , , ,
SMAJ24CA,STMicroelectronics ,SMAJ24CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,24, , , ,-65,150,"SMAJ24CA, DO-214AC 24V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 24V",SMAJ24CA STMicroelectronics , , ,
SMAJ26CA,STMicroelectronics ,SMAJ26CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,26, , , ,-65,150,"SMAJ26CA, DO-214AC 26V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 26V",SMAJ26CA STMicroelectronics , , ,
SMAJ28CA,STMicroelectronics ,SMAJ28CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,28, , , ,-65,150,"SMAJ28CA, DO-214AC 28V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 28V",SMAJ28CA STMicroelectronics , , ,
SMAJ30CA,STMicroelectronics ,SMAJ30CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,30, , , ,-65,150,"SMAJ30CA, DO-214AC 30V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 30V",SMAJ30CA STMicroelectronics , , ,
SMAJ33CA,STMicroelectronics ,SMAJ33CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,33, , , ,-65,150,"SMAJ33CA, DO-214AC 33V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 33V",SMAJ33CA STMicroelectronics , , ,
SMAJ36CA,STMicroelectronics ,SMAJ36CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,36, , , ,-65,150,"SMAJ36CA, DO-214AC 36V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 36V",SMAJ36CA STMicroelectronics , , ,
SMAJ40CA,STMicroelectronics ,SMAJ40CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,40, , , ,-65,150,"SMAJ40CA, DO-214AC 40V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 40V",SMAJ40CA STMicroelectronics , , ,
SMAJ43CA,STMicroelectronics ,SMAJ43CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,43, , , ,-65,150,"SMAJ43CA, DO-214AC 43V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 43V",SMAJ43CA STMicroelectronics , , ,
SMAJ45CA,STMicroelectronics ,SMAJ45CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,45, , , ,-65,150,"SMAJ45CA, DO-214AC 45V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 45V",SMAJ45CA STMicroelectronics , , ,
SMAJ48CA,STMicroelectronics ,SMAJ48CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,48, , , ,-65,150,"SMAJ48CA, DO-214AC 48V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 48V",SMAJ48CA STMicroelectronics , , ,
SMAJ51CA,STMicroelectronics ,SMAJ51CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,51, , , ,-65,150,"SMAJ51CA, DO-214AC 51V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 51V",SMAJ51CA STMicroelectronics , , ,
SMAJ54CA,STMicroelectronics ,SMAJ54CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,54, , , ,-65,150,"SMAJ54CA, DO-214AC 54V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 54V",SMAJ54CA STMicroelectronics , , ,
SMAJ58CA,STMicroelectronics ,SMAJ58CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,58, , , ,-65,150,"SMAJ58CA, DO-214AC 58V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 58V",SMAJ58CA STMicroelectronics , , ,
SMAJ60CA,STMicroelectronics ,SMAJ60CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,60, , , ,-65,150,"SMAJ60CA, DO-214AC 60V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 60V",SMAJ60CA STMicroelectronics , , ,
SMAJ64CA,STMicroelectronics ,SMAJ64CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,64, , , ,-65,150,"SMAJ64CA, DO-214AC 64V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 64V",SMAJ64CA STMicroelectronics , , ,
SMAJ70CA,STMicroelectronics ,SMAJ70CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,70, , , ,-65,150,"SMAJ70CA, DO-214AC 70V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 70V",SMAJ70CA STMicroelectronics , , ,
SMAJ75CA,STMicroelectronics ,SMAJ75CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,75, , , ,-65,150,"SMAJ75CA, DO-214AC 75V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 75V",SMAJ75CA STMicroelectronics , , ,
SMAJ78CA,STMicroelectronics ,SMAJ78CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,78, , , ,-65,150,"SMAJ78CA, DO-214AC 78V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 78V",SMAJ78CA STMicroelectronics , , ,
SMAJ85CA,STMicroelectronics ,SMAJ85CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,85, , , ,-65,150,"SMAJ85CA, DO-214AC 85V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 85V",SMAJ85CA STMicroelectronics , , ,
SMAJ90CA,STMicroelectronics ,SMAJ90CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,90, , , ,-65,150,"SMAJ90CA, DO-214AC 90V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 90V",SMAJ90CA STMicroelectronics , , ,
SMAJ100CA,STMicroelectronics ,SMAJ100CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,100, , , ,-65,150,"SMAJ100CA, DO-214AC 100V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 100V",SMAJ100CA STMicroelectronics , , ,
SMAJ110CA,STMicroelectronics ,SMAJ110CA-TR,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Bidirectional,110, , , ,-65,150,"SMAJ110CA, DO-214AC 110V   BI-directional",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 110V",SMAJ110CA STMicroelectronics , , ,
